Rv0936	NE
Rv0937c	NE
Rv0938	NE
Rv0939	NE
Rv0940c	NE
Rv0941c	NE
Rv0942	NE
Rv0943c	NE
Rv0944	NE
Rv0945	NE
Rv0946c	GD
Rv0948c	ES
Rv0949	NE
Rv0950c	NE
Rv0951	ES
Rv0952	ES
Rv0953c	NE
Rv0954	NE
Rv0955	NE
Rv0956	ES
Rv0957	ES
Rv0958	NE
Rv0959	NE
Rv0959A	NE
Rv0960	NE
Rv0961	NE
Rv0962c	NE
Rv0963c	NE
Rv0964c	NE
Rv0965c	NE
Rv0966c	NE
Rv0967	Uncertain
Rv0968	NE
Rv0969	NE
Rv0970	NE
Rv0971c	NE
Rv0972c	NE
Rv0973c	NE
Rv0974c	NE
Rv0975c	NE
Rv0976c	NE
Rv0977	GA
Rv0978c	GA
Rv0979c	GA
Rv0979A	Uncertain
Rv0980c	GA
Rv0981	GA
Rv0982	ES
Rv0983	NE
Rv0984	NE
Rv0985c	NE
Rv0986	NE
Rv0987	NE
Rv0988	NE
Rv0989c	NE
Rv0990c	NE
Rv0991c	NE
Rv0992c	NE
Rv0993	ES
Rv0994	NE
Rv0995	NE
Rv0996	NE
Rv0997	NE
Rv0998	NE
Rv0999	NE
Rv1000c	NE
Rv1001	NE
Rv1002c	GD
Rv1003	NE
Rv1004c	NE
Rv1005c	ES
Rv1006	GA
Rv1007c	ES
Rv1008	GA
Rv1009	NE
Rv1010	NE
Rv1011	ES
Rv1012	NE
Rv1013	NE
Rv1014c	ES
Rv1015c	GD
Rv1016c	GA
Rv1017c	ES
Rv1018c	ES
Rv1019	NE
Rv1020	NE
Rv1021	NE
Rv1022	NE
Rv1023	GD
Rv1024	ES
Rv1025	ES
Rv1026	NE
Rv1027c	NE
Rv1028c	NE
Rv1028A	NE
Rv1029	NE
Rv1030	NE
Rv1031	NE
Rv1032c	NE
Rv1033c	GA
Rv1034c	NE
Rv1035c	NE
Rv1036c	NE
Rv1037c	NE
Rv1038c	NE
Rv1039c	NE
Rv1040c	NE
Rv1041c	NE
Rv1042c	NE
Rv1043c	GA
Rv1044	ES
Rv1045	NE
Rv1046c	NE
Rv1047	NE
Rv1048c	NE
Rv1049	NE
Rv1050	NE
Rv1051c	NE
Rv1052	NE
Rv1053c	NE
Rv1054	NE
Rv1055	NE
Rv1056	NE
Rv1057	NE
Rv1058	NE
Rv1059	NE
Rv1060	NE
Rv1061	NE
Rv1062	NE
Rv1063c	NE
Rv1064c	NE
Rv1065	NE
Rv1066	NE
Rv1067c	NE
Rv1068c	NE
Rv1069c	NE
Rv1070c	NE
Rv1071c	NE
Rv1072	NE
Rv1073	GA
Rv1074c	GA
Rv1075c	NE
Rv1076	NE
Rv1077	NE
Rv1078	NE
Rv1079	NE
Rv1080c	NE
Rv1081c	NE
Rv1082	NE
Rv1083	NE
Rv1084	NE
Rv1085c	NE
Rv1086	NE
Rv1087	NE
Rv1087A	GA
Rv1088	NE
Rv1089	NE
Rv1089A	NE
Rv1090	NE
Rv1091	NE
Rv1092c	ES
Rv1093	ES
Rv1094	ES
Rv1095	NE
Rv1096	NE
Rv1097c	NE
Rv1098c	ES
Rv1099c	NE
Rv1100	NE
Rv1101c	NE
Rv1102c	NE
Rv1103c	NE
Rv1104	NE
Rv1105	NE
Rv1106c	NE
Rv1107c	NE
Rv1108c	NE
Rv1109c	NE
Rv1110	ES
Rv1111c	ESD
Rv1112	NE
Rv1113	NE
Rv1114	NE
Rv1115	NE
Rv1116	NE
Rv1116A	NE
Rv1117	NE
Rv1118c	NE
Rv1119c	Uncertain
Rv1120c	NE
Rv1121	NE
Rv1122	ES
Rv1123c	NE
Rv1124	NE
Rv1125	NE
Rv1126c	NE
Rv1127c	NE
Rv1128c	NE
Rv1129c	NE
Rv1130	NE
Rv1131	NE
Rv1132	NE
Rv1133c	ES
Rv1134	NE
Rv1135c	NE
Rv1135A	NE
Rv1136	NE
Rv1137c	NE
Rv1138c	NE
Rv1139c	NE
Rv1140	NE
Rv1141c	NE
Rv1142c	NE
Rv1143	GA
Rv1144	GA
Rv1145	GA
Rv1146	GA
Rv1147	GA
Rv1148c	NE
Rv1149	NE
Rv1151c	NE
Rv1152	NE
Rv1153c	NE
Rv1154c	NE
Rv1155	NE
Rv1156	NE
Rv1157c	NE
Rv1158c	NE
Rv1159	NE
Rv1159A	NE
Rv1160	NE
Rv1161	NE
Rv1162	NE
Rv1163	NE
Rv1164	NE
Rv1165	NE
Rv1166	ES
Rv1167c	NE
Rv1168c	NE
Rv1169c	NE
Rv1170	NE
Rv1171	NE
Rv1172c	NE
Rv1173	NE
Rv1174c	NE
Rv1175c	NE
Rv1176c	NE
Rv1177	ES
Rv1178	NE
Rv1179c	NE
Rv1180	NE
Rv1181	NE
Rv1182	NE
Rv1183	NE
Rv1184c	NE
Rv1185c	NE
Rv1186c	NE
Rv1187	NE
Rv1188	NE
Rv1189	NE
Rv1190	NE
Rv1191	NE
Rv1192	NE
Rv1193	NE
Rv1194c	NE
Rv1195	GA
Rv1196	GA
Rv1197	GA
Rv1198	GA
Rv1199c	NE
Rv1200	NE
Rv1201c	ES
Rv1202	ES
Rv1203c	NE
Rv1204c	NE
Rv1205	NE
Rv1206	NE
Rv1207	NE
Rv1208	ES
Rv1209	NE
Rv1210	NE
Rv1211	NE
Rv1212c	NE
Rv1213	NE
Rv1214c	NE
Rv1215c	NE
Rv1216c	NE
Rv1217c	NE
Rv1218c	NE
Rv1219c	NE
Rv1220c	NE
Rv1221	NE
Rv1222	Uncertain
Rv1223	ES
Rv1224	GD
Rv1225c	NE
Rv1226c	NE
Rv1227c	NE
Rv1228	GA
Rv1229c	ES
Rv1230c	NE
Rv1231c	NE
Rv1232c	NE
Rv1233c	NE
Rv1234	NE
Rv1235	NE
Rv1236	NE
Rv1237	NE
Rv1238	NE
Rv1239c	NE
Rv1240	NE
Rv1241	Uncertain
Rv1242	NE
Rv1243c	NE
Rv1244	NE
Rv1245c	NE
Rv1246c	NE
Rv1247c	NE
Rv1248c	NE
Rv1249c	NE
Rv1250	NE
Rv1251c	NE
Rv1252c	NE
Rv1253	NE
Rv1254	ES
Rv1255c	NE
Rv1256c	NE
Rv1257c	NE
Rv1258c	NE
Rv1259	NE
Rv1260	NE
Rv1261c	NE
Rv1262c	NE
Rv1263	NE
Rv1264	NE
Rv1265	NE
Rv1266c	NE
Rv1267c	NE
Rv1268c	NE
Rv1269c	NE
Rv1270c	NE
Rv1271c	NE
Rv1272c	NE
Rv1273c	NE
Rv1274	NE
Rv1275	NE
Rv1276c	NE
Rv1277	NE
Rv1278	NE
Rv1279	NE
Rv1280c	NE
Rv1281c	NE
Rv1282c	NE
Rv1283c	NE
Rv1284	NE
Rv1285	NE
Rv1286	GD
Rv1287	NE
Rv1288	NE
Rv1289	NE
Rv1290c	NE
Rv1290A	NE
Rv1291c	NE
Rv1292	ES
Rv1293	ES
Rv1294	ES
Rv1295	ES
Rv1296	ES
Rv1297	ES
Rv1298	NE
Rv1299	ES
Rv1300	GD
Rv1301	GD
Rv1302	ES
Rv1303	NE
Rv1304	ES
Rv1305	ES
Rv1306	ES
Rv1307	ES
Rv1308	ES
Rv1309	ES
Rv1310	ES
Rv1311	Uncertain
Rv1312	NE
Rv1313c	NE
Rv1314c	NE
Rv1315	ES
Rvnr01	ES
Rv1316c	NE
Rv1317c	NE
Rv1318c	NE
Rv1319c	NE
Rv1320c	NE
Rv1321	NE
Rv1322	NE
Rv1322A	NE
Rv1323	NE
Rv1324	NE
Rv1325c	NE
Rv1326c	ES
Rv1327c	ES
Rv1328	NE
Rv1329c	NE
Rv1330c	NE
Rv1331	NE
Rv1332	NE
Rv1333	NE
Rv1334	NE
Rv1335	GA
Rv1336	GA
Rv1337	GA
Rv1338	ES
Rv1339	NE
Rv1340	NE
Rv1341	NE
Rv1342c	GD
Rv1343c	GD
Rv1344	NE
Rv1345	NE
Rv1346	NE
Rv1347c	NE
Rv1348	ESD
Rv1349	GD
Rv1350	NE
Rv1351	NE
Rv1352	NE
Rv1353c	NE
Rv1354c	NE
Rv1355c	NE
Rv1356c	NE
Rv1357c	NE
Rv1358	NE
Rv1359	NE
Rv1360	NE
Rv1361c	NE
Rv1362c	NE
Rv1363c	NE
Rv1364c	NE
Rv1365c	NE
Rv1366	NE
Rv1366A	NE
Rv1367c	NE
Rv1368	NE
Rv1369c	NE
Rv1370c	NE
Rv1371	NE
Rv1372	NE
Rv1373	NE
Rv1374c	NE
Rv1375	NE
Rv1376	NE
Rv1377c	NE
Rv1378c	NE
Rv1379	NE
Rv1380	ES
Rv1381	ES
Rv1382	ES
Rv1383	ES
Rv1384	ES
Rv1385	ES
Rv1386	GA
Rv1387	NE
Rv1388	NE
Rv1389	ES
Rv1390	ES
Rv1391	ES
Rv1392	ES
Rv1393c	NE
Rv1394c	NE
Rv1395	NE
Rv1396c	NE
Rv1397c	NE
Rv1398c	NE
Rv1399c	NE
Rv1400c	NE
Rv1401	NE
Rv1402	ES
Rv1403c	NE
Rv1404	NE
Rv1405c	NE
Rv1406	GD
Rv1407	NE
Rv1408	GD
Rv1409	ES
Rv1410c	NE
Rv1411c	NE
Rv1412	NE
Rv1413	NE
Rv1414	NE
Rv1415	ES
Rv1416	ES
Rv1417	NE
Rv1418	NE
Rv1419	NE
Rv1420	NE
Rv1421	NE
Rv1422	NE
Rv1423	ES
Rv1424c	NE
Rv1425	NE
Rv1426c	NE
Rv1427c	NE
Rv1428c	NE
Rv1429	NE
Rv1430	NE
Rv1431	NE
Rv1432	NE
Rv1433	NE
Rv1434	Uncertain
Rv1435c	NE
Rv1436	GD
Rv1437	GD
Rv1438	ES
Rv1439c	NE
Rv1440	NE
Rv1441c	NE
